Kind,ID,calories,carbohydrate,fat,protein,vitamine,vta,vtc,vte,carotene,thiamine,riboflavin,yansuan,cholesterol,mg,ca,iron,zinc,copper,mn,k,p,na,se
0,2206,152.96,14.33,10.11,2.36,1.08,31.98,25.83,1.28,54.17,0.04,0.02,0.13,78.65,7.32,18.33,0.88,0.44,0.8,0.31,65.26,23.83,7.05,1.52
0,2211,520.06,48.12,34.44,4.05,0.87,14.8,0.45,0.17,0,0.02,0.03,0.23,151.01,5.8,22.53,1.37,0.19,0.03,0.04,23.45,16.8,16.84,1.76
0,2214,345.04,26.11,25.21,3.91,0.51,107.66,2.51,1,18.84,0.04,0.09,0.27,167.74,19.99,18.35,1.2,0.39,0.19,0.22,166.67,39.81,81.01,3.74
0,2215,345.63,55.56,11.3,7.29,1.51,9.63,0.1,0.07,0,0.03,0.03,0.2,64.74,0.56,12.81,0.26,0.08,0.02,0.01,23.08,10.48,182.13,0.57
0,2216,177.02,27.24,4.24,7.5,0.85,102.84,0.92,1.26,4.3,0.06,0.13,0.14,0.97,6.28,34.3,1.1,0.55,0.08,0.04,99.58,64.15,61.78,6.32
0,2221,353.87,46.23,15.7,7.01,2.07,23.08,0.27,0.23,0,0.04,0.06,0.19,80.94,5.39,39.42,0.49,0.28,0.02,0.02,43.63,38.81,265.56,1.74
0,2225,276.73,35.55,11.13,7.09,0.82,57.79,1.41,2.34,0,0.06,0.17,0.54,203.68,14.87,29.49,1.74,0.58,0.1,0.06,64.05,43.85,28.83,5.68
0,2231,266.8,43.63,7.45,7.64,1.14,47.67,0.2,0.45,0,0.1,0.1,0.51,103.11,6.05,38.54,0.86,0.38,0.04,0.03,40.1,56.42,209.2,2.72
0,2240,218.31,29.73,8.43,7.73,0.56,0,0,0,0,0.01,0.11,0.07,0,5.93,5.8,0.67,0.01,0.02,0.02,49.51,7.65,29.46,2.58
0,2246,501.6,40.43,34.97,9.16,4.03,26.51,0.27,12.9,8.06,0.07,0.08,0.39,50.92,44.12,46.45,1.64,0.86,0.38,1.33,135.11,106.52,23.02,3.16
0,2247,228.87,21.92,13.23,5.81,0.22,32.51,1.54,0.28,10.84,0.02,0.05,0.18,1.45,10.53,21.77,0.47,0.22,0.05,0.13,79.92,30.08,19.94,2.06
0,2264,269.86,30.77,15.05,2.86,1.44,33.42,2.65,0.31,19.35,0.02,0.05,0.25,22.92,16.09,14.41,0.51,0.22,0.07,0.23,106.76,27.25,20.39,2.28
0,2265,389.07,31.43,26.4,5.01,1.21,8.74,0,0.07,0,0.04,0.03,0.28,0,0.51,3.71,0.22,0.05,0.01,0.01,6.07,16.51,298.73,0.54
0,2267,160.53,30.85,4.14,1.34,1.42,5.24,3.21,1.63,13.71,0.04,0.02,0.15,4.82,3.66,5.96,0.47,0.15,0.05,0.03,86.66,9.11,1.16,0.15
0,2272,212.54,30.96,8.19,4,0.28,81.04,4.94,1.84,189.51,0.04,0.08,0.1,172.85,9.99,17.26,1.13,0.47,0.06,0.06,58.22,32.7,72.48,4.26
0,2275,302.69,49.24,8.12,8.04,3.02,6.02,0.25,0.05,0,0.03,0.05,0.19,19.94,3.44,30.39,0.25,0.12,0.01,0.02,30.03,26.29,222.92,0.58
0,2279,441.92,41.25,27.43,8.76,2.28,37.76,2.24,2.03,0,0.04,0.1,0.03,181.21,21.79,27.59,1.11,0.73,0.1,0.09,36.12,27.05,19.3,4.55
0,2282,422.15,34.71,29.1,5.82,0.52,54.51,0,0.85,0,0.04,0.08,0.35,41.11,14.86,42.97,0.98,0.5,0.11,0.15,98.02,64.37,119.52,3.85
0,2283,244.29,32.94,9.51,7.87,1.14,64.3,0.07,3.94,23.21,0.1,0.12,0.41,206.73,31.25,41.37,2.45,0.95,0.25,0.22,181.78,101.18,22.95,5.58
0,2297,281.77,54.59,5.97,2.24,0.46,16.91,10.97,2.6,100.57,0.03,0.02,0.27,0,8.49,15.66,0.65,0.14,0.09,0.13,80.6,23.49,26.89,0.29
0,2336,311.05,56.66,7.74,3.44,0.16,0,0,0,0,0,0,0,10.29,0.49,2.89,0.08,0.01,0,0.01,1.77,0.95,1.43,0.06
0,2337,257.53,52.16,3.72,5.58,1.75,36.98,0.47,1.04,0,0.03,0.11,0.38,7.78,7.53,71.02,0.54,0.54,0.21,0.05,122.92,131.73,50.6,2.79
0,2338,217.95,26.45,11.42,2.18,0,0,0,0,0,0,0,0,0,0.62,4.1,0.12,0.01,0.01,0.02,1.03,1.64,0.08,0
0,2385,229.92,39.44,6.88,3.45,1.47,0,0,2.84,0,0.01,0.02,0.09,0,0.92,14.13,2.49,0.11,0.05,0.11,42.14,21.54,7.12,0.27
0,2715,367.36,74.6,4.13,7.9,2.46,6.06,0,4.62,0,0.08,0.05,1.03,8.51,48.96,37.4,3.09,1.09,0.24,0.51,299.23,119.51,7.44,2.55
0,2804,447,56.3,22.12,5.65,3.92,1.88,0.38,16.2,0,0.06,0.05,0.34,0,50.62,31,1.31,0.84,0.46,1.34,146.88,114.25,2.6,1.73
0,2810,266.32,25.18,15.72,7.3,0.1,90.44,0.53,1.29,3.96,0.03,0.1,0.32,253.33,12.16,35.4,2.63,0.85,0.07,0.55,135.72,90.39,346.13,11.2
0,2846,278.28,53.25,6.76,2.15,0.4,16.09,2.4,0.34,6.87,0.02,0.03,0.54,0,7,14.25,1.5,0.22,0.06,0.07,118.2,31.77,15.57,1.34
0,2854,264.4,58.18,1.12,5.52,1.16,0,0,0,0,0,0,0,0,0.6,4,0.12,0.01,0.01,0.02,1,1.6,0.08,0
0,2881,358.23,81.9,2.17,6.28,3.8,4.54,0,2.46,25.92,0.31,0.13,2.47,0,55.4,23.02,2.66,0.94,0.24,0.33,162.96,170.48,1.62,1.61
0,2926,107.75,16.33,4.42,1.03,0.38,0.16,0.09,3.17,0.74,0.02,0.11,1.01,0,21.53,38.55,1.18,0.2,0.02,0.2,195.81,23.73,381.87,7.01
0,2927,341.86,78.82,2.01,5.28,4.35,4.43,2.45,2.74,23.3,0.16,0.08,1.5,0,55.95,28.85,2.41,0.96,0.26,0.36,237.83,125.03,2.52,1.63
0,2931,469.63,35.31,32.78,8.37,5.81,2.78,0.56,24.01,0,0.08,0.08,0.5,0,73.56,36.3,1.66,1.22,0.66,1.93,215.19,165.41,3.66,2.57
0,2960,604.25,30.98,49.24,9.31,5.94,3.12,0.62,32.26,0,0.09,0.09,0.56,0,82.88,41.5,2.2,1.43,0.76,2.21,242,187.62,4.54,2.89
0,2985,367.84,78.21,4.05,8.42,3.88,11.59,0,6.23,68.71,0.18,0.08,1.55,0,62.21,44.16,2.93,1.27,0.37,0.53,370.32,157.16,1.82,1.65
0,2987,258.83,53.23,1.42,8.41,0.72,125.86,9.66,0,0,0.01,0.08,0.48,0,0.31,77.24,2.61,0.01,0,0.01,0.52,23.59,0.04,0
0,3020,353.6,79.41,0.6,8.01,2.14,2.99,0,3.89,0,0.09,0.04,1.52,0,55.48,36.25,2.56,1.23,0.27,1.04,262.8,124.63,29.16,2.13
0,3022,212.2,50.02,0.32,2.47,0.01,0,0,0,0,0,0,0,0,5.12,12.79,0.62,0.38,0.03,0.11,2.38,3.2,0.33,0.12
0,3055,239.58,21.6,14.76,6.71,0.76,2.12,16.22,0.43,6.21,0.06,0.04,0.57,0,17.3,37.89,2.3,0.63,0.1,1.04,144.86,64.54,74.88,0.62
0,3060,447,56.3,22.12,5.65,3.92,1.88,0.38,16.2,0,0.06,0.05,0.34,0,50.62,31,1.31,0.84,0.46,1.34,146.88,114.25,2.6,1.73
0,3103,329.23,77.47,0.46,4.11,0.33,0,0,0.22,0,0.05,0.02,0.9,0,17.3,13.78,1.32,0.83,0.16,0.65,50.86,55.32,1.96,1.06
