kind,id,name,fei,xin,piwei,gandan,shen,sanjiao,qi,xue,yin,yang,xing,ku,gan,suan,xian,dan,sheng,jiang,chen,fu,hezhong
1,3044,菊花皮蛋,18.5,15,20.5,0,6,0,24.75,26,7.25,2,1,0,54.5,0,4.5,0,0.5,3.75,11.25,1.5,43
1,3045,平菇锅巴,32.3,0.45,32.15,1.6,10,0,27.8,10.8,24.6,13.3,13.5,0,57,0,6,0,6.6,12.2,8.3,12.75,36.65
1,3046,虾籽烧请化笋,2.7,3.45,36.65,1.6,35.6,0,27,7.15,40.65,5.2,6.9,1.35,58.35,0,13.4,0,3.85,14.2,19.15,5.4,37.4
1,3047,香蕉炒虾仁,34.8,9.75,91.15,22.5,45.3,0,38.25,45.9,85.7,33.65,18.2,2.1,141,16,26.2,0,20.2,35.8,32.5,14.5,100.5
1,3048,车前子粥,0.8,0,20.8,0,0.4,0,10.8,10,1.2,0,0,4,18,0,0,0,4,0.3,0.3,0,17.4
1,3049,白豆蔻首乌馒头,0.6,12,8.9,0,0,0,10.6,4,6.9,0,0,0,21.35,0,0,0.15,4,0.3,0.3,0,16.9
1,3050,肉丝炒芹菜,58,48,61.3,2.6,68.1,0,90.3,61.5,67.9,18.3,19,1.5,110.1,0,32.4,75,3.6,78.9,50.7,17.1,87.7
1,3051,芹菜炒肉丝,50,37.5,63.6,0,94.9,0,77.7,56.7,101.6,10,5,0,111.9,0,66.6,62.5,0,72.2,72.4,7.5,93.9
1,3052,植物添银花,23.5,1.8,42.55,6,22.65,0,26.2,12.65,53.65,4,12,0,59.9,0,24.6,0,5.1,6.3,22.35,11,51.75
1,3053,黑木耳芹菜粥,6.2,8.7,29.55,0,12.05,0,25.6,19.5,11.4,0,0,4,32.8,0,7.2,12.5,4.8,11.2,10.85,0,29.65
1,3054,海米煮干丝,32,1.5,34.95,12,25.05,0,32.6,10.3,46.6,16,4,1.5,76.3,0,15.2,8.5,8.5,23.3,19.25,6,48.45
1,3055,糖醋素子鸡,68,61.5,215.75,72,50.25,0,170,83.5,167,47,55,0,256.5,135,6,15,13,15,137.25,37.5,264.75
1,3056,口蘑烧菜心,139.5,1.95,80.9,76,18.15,0,140.4,5.4,154.7,16,133.5,0.75,163.65,0,18.6,0,50.9,15,15.9,112.75,121.95
1,3057,开阳万年,31.5,2.85,40.15,17,13,0,43.2,4.5,49.5,7.3,34.9,1.5,56.1,0,9,3,12.7,8.15,12.95,27.35,43.35
1,3058,洋葱虾米豆腐番茄汤,37.5,9,35.94,13,6.96,0,34.58,26.28,25.44,16.1,23.3,0.9,61.76,9,3.44,4,8.7,13.48,15.16,18,47.06
1,3059,香芹肉丝,39.2,47.43,73.77,1,89.4,0,90.35,69.56,78.89,12,19.4,0.75,104.65,0.6,50.4,75,3.56,80.7,60.6,12.3,93.64
1,3060,山楂核桃茶,3,15,337.5,0,34.5,0,69,108,183,30,6,0,376.5,1.5,6,0,22.5,4.5,3,27,333
1,3061,山楂肉干,72.8,10.05,164.55,8,303.6,0,77.25,140.95,281.9,58.9,91.2,4.35,206.05,3,254.4,0,16.3,114,150.6,67.5,210.6
1,3062,酸枣仁夏枯草瘦肉汤,1.2,0,27.6,1.2,60,0,7.8,36,45,1.2,1.2,0,43.8,0,45,0,1.2,22.5,22.5,1.8,42
1,3063,马蹄海蜇汤,37.5,0,57.2,0,75.3,0,76.8,41.2,52,0,0,0,139.4,0,30.6,0,0,12.6,68,0,89.4
1,3064,夏枯草海蜇汤,4.5,6.75,12.3,6.75,22.2,0,16.95,12.3,23.25,0,0,11.25,29.85,0,11.4,0,0,15.15,24.75,0,12.6
1,3065,胡萝卜拌蜇皮,17.5,0,34.45,1,43.05,0,29.6,24.5,37.4,4.5,22.5,0,28.3,4,41.2,0,1,24.45,22.85,17.75,29.95
1,3066,蘑菇炒韭芽,32,3,62.2,20,42.8,0,49.5,20.2,44.3,46,74,0,60.8,0,25.2,0,6,9.45,23.85,51,69.7
1,3067,芹菜炒淡菜,18,24,42,0,24,0,51.6,27,20.4,9,15,0,46.5,0,9,37.5,7.5,31.8,22.2,7.5,39
1,3068,炒豆腐泥,41,0.48,46.62,0.2,10,0,28.55,2.16,61.49,6.1,6,0,69.3,0,9,14,0.86,19.55,21.95,5.2,50.74
1,3069,蘑菇地栗,45.5,0,105.35,3,78.15,0,95.4,48.5,80.6,7.5,16.5,0,136.9,0,78.6,0,3,21.75,97.65,12.75,96.85
1,3070,香菇扒小白菜,20.3,2.1,21.5,0,17.1,0,21.55,6.1,29.95,3.4,4.7,0.6,44.3,0,11.4,0,1.9,8.55,15.3,3.75,31.5
1,3071,素炝冬菇,23,0.75,27.7,0.5,16.05,0,22.6,8.55,26.6,10.25,12.5,0,45.3,0,10.2,0,2,11.55,14.25,9.25,30.95
1,3072,大蒜姜汁拌菠菜,12,3.75,44.75,25,49.5,0,47.5,16.5,22,49,91,0,17,0,27,0,8.5,3.75,22.5,59,41.25
1,3073,芹菜拌豆腐,38.5,15.75,58.7,1,20.05,0,50.3,18.3,59,6.4,12.7,0,74.1,0,10.2,37,2.5,34.1,30.25,7.55,59.6
1,3074,金针菇拌芹菜,31.5,60,61.5,32,39,0,94.3,89.8,39.9,0,15,15,95,15,9,75,0,71.8,64.2,15,73
1,3075,香菇荞麦粥,1.2,0,17.8,0,0,0,9.8,7.1,2.1,0,1.2,2,15.8,0,0,0,3.8,0.45,0.45,0,14.3
1,3076,麻油蜇头,7.3,0,28.5,12.6,89.1,0,13.85,44.25,77.4,2,2,0,49.1,15,71.4,0,0.4,31.5,53.1,2.3,50.2
1,3077,烩双菇,35,0.3,19.7,0,6,0,16.9,10.15,23.95,10,5,0,50,0,6,0,0.1,12.45,8.55,7.5,32.4
1,3078,蒜茸拌茄子,46,4.5,48,1,25.5,0,39,10.5,37,38.5,55,0,43,0,27,0,10,16.5,28.5,33.5,36.5
1,3079,水晶皮蛋肠,25.5,25.5,49.35,2,327.15,0,106.4,110.5,201.6,11,17,1.5,89.4,0,321.6,0,4,69,267.15,10.5,78.85
1,3080,盐味皮蛋番茄汤,49.1,13.65,29.25,13,15,0,38.65,35.8,29.15,16.4,20.2,1.35,68.45,15,15,0,4.4,15.5,29.2,19,51.9
1,3081,淡糟炒响螺片,8.1,4.38,73.52,5,130.8,0,24.95,62.96,120.19,13.7,21.5,3,97.1,0,100.2,0,5.46,44.7,60.75,16.25,94.64
1,3082,洋葱拌蚕豆,90.25,4.5,124.25,16,30,0,97.5,27.75,116.75,23,61.5,1.5,149.5,7.5,30,15,14.5,37.5,60,44,109
1,3083,菊花酒,0,24,32,41,23,0,26,49,39,6,6,37,73,4,0,0,4,28,36,6,46
1,3084,菊槐饮,0,2.7,1.8,2.7,1.8,0,2.7,1.8,4.5,0,0,4.5,4.5,0,0,0,0,4.5,4.5,0,0
1,3085,薏米百合汤,15,0,40,0,0,0,27.5,20,6,1.5,0,23,32,0,0,0,8,9,3,0,35
1,3086,鸡蛋芹菜炒饭,21,24.9,95.3,2.2,45.1,0,76.8,74.1,34.9,2.7,6.2,12.9,113.5,0,30.9,25,13.6,29.75,36.85,5.3,103
1,3087,绿豆荷叶粥,0,3,34.3,1.2,0,0,7.25,13.55,17.7,0,0,8,30.5,0,0,0,2,3.6,2.4,0,30.5
1,3088,奶香麦片粥,7.5,7.5,51,0,0,0,25.1,20.7,20.2,0,1.2,4,60.8,0,0,0,10.8,0,0,0,55.2
1,3089,炒金针菇,5,63,75.15,83,13.35,0,53,162.7,14.9,8.9,71.2,62.25,96.45,0,9.6,0,3,44.35,70.05,69.3,52.8
1,3090,香菇豆角,66.5,0,102.9,0.75,8.85,0,67.7,6.5,104.2,0.6,0.3,0,155.3,0,8.4,15,0,33.65,38.4,0.95,106
1,3091,素炒蘑菇,8.5,2.73,43.07,3,21,0,18.15,12.91,43.24,4,3.5,2.25,48.55,0,24,0,1.66,3,23.25,5.25,45.14
1,3092,芹菜炒肉片,36.5,38.43,54.57,0,64.3,0,71.55,52.26,61.49,8.5,9.5,0,87.6,0,34.2,62.5,1.56,63.8,47.5,6.75,74.19
1,3093,茄子粥,10,0,30,0,3,0,18.6,16.6,7.8,0,0,4,36,0,3,0,4,6.6,8.4,0,24
1,3094,冬笋里脊丝,12.7,6,57.75,3.5,67.05,0,38.75,26.05,70.95,11.25,14.5,2.25,96.05,0,34.2,0,3.6,28.95,33.15,12.25,69.05
1,3095,花仁海白菜,7.8,0,32.35,18.8,15.05,0,8.85,25.05,35.3,4.8,3.8,0,55,8,7.2,0,2.8,18.7,29.85,5.7,16.95
1,3096,龙须扒菜心,19.6,2.04,40.16,8.5,27.1,0,35.25,4.98,48.62,8.55,19.5,1.5,65,0,11.4,0,6.18,12.8,17.3,17.25,43.87
1,3097,热炝茄子,46.45,9.45,87,7,11.1,0,60,23.85,30.55,46.6,79.3,0.9,61.9,7.5,11.4,0,17.2,17.55,30.3,42.5,53.45
1,3098,荸荠煲蜇皮,22.5,0,39,0,73.5,0,48,36,51,0,0,0,93,0,42,0,0,16.5,55.5,0,63
1,3099,苹果雪梨瘦肉汤,49.5,15,67.5,0,54,0,37.2,55.2,93.6,0,0,0,109.5,34.5,42,0,0,47.7,66.3,0,72
1,3100,黄芽白冬菇素火腿汤,26.9,3.15,49.05,0.15,38.75,0,40.65,13.6,56.45,7.3,17.55,0.9,65.05,1.5,33,0,3.7,19.65,28.05,12.2,54.4
1,3101,荠菜淡菜汤,2.4,0,10.8,1.8,9,0,11.1,4.5,8.4,0,3,0,12,0,9,0,5.7,1.8,7.2,2.4,6.9
1,3102,香菇凤足汤,4,3.75,20.65,45,14.1,0,37,32.9,12.6,5,5,3.75,64.35,0,14.4,0,2.5,3.9,13.2,7.5,60.4
1,3103,白糖莲心粥,0,11.25,365,0,11.25,0,73.75,122.5,191.25,0,0,10,362.5,11.25,0,3.75,10,0,15,0,362.5
1,3104,红米杂烩粥,6,0.75,36.25,1,19.5,0,25.2,16.7,20.6,1,5,4.75,30.75,1,22,0,4.5,5.7,18.8,4.5,30
1,3105,粉葛瘦肉汤,1.5,0.75,544.25,0,135,0,111.4,216.6,249,104.5,357.5,0,219,0,105,0,176.5,123,57,253.75,71.25
1,3106,菊花荠菜兔肉汤,6.3,14.25,27.85,57.1,24,0,50.5,37,37.5,4.5,13.5,22.5,78.5,0,15,0,3.9,25.5,34.5,8.55,57.05
1,3107,虾籽春笋,26.5,1.5,173.1,3,122.9,0,104.9,11,193.6,17.5,13.5,0.75,266.15,0,46.6,0,3.5,49,79.9,12.75,181.85
1,3108,菠菜炒生鱼片,3,1.32,94.08,20.3,32,0,80.4,35.39,7.26,27.65,53.5,0,85.2,0,12,0,40.24,2.4,9.6,37.05,61.41
1,3109,绣球海带,20.25,7.05,33.41,10.46,48.73,0,24.3,38.01,50.14,7.45,11.6,0,64.72,7.78,35.8,0,1.9,25.46,37.39,9,46.15
1,3110,墨鱼鸡块,31.8,67.05,193.35,137.7,40.1,0,169.4,231.55,50.4,18.65,91.7,64.35,281.55,0,32.4,0,44.8,55,95.1,83.25,191.85
1,3111,丁香火锅,17.6,12.9,115.85,21,53.15,0,107.8,58.5,25.5,28.7,17.6,1.8,158,0,28.6,14.5,66.4,30.45,22.6,12.5,88.55
1,3112,凉拌兔丝,10.8,2.55,61.65,80.5,13.5,0,66.75,62.3,31.3,8.65,14.7,0.6,138.7,0,15,0,3.8,2.85,14.4,9.25,138.7
1,3113,蒜子山瑞煲,72.9,19.65,305.7,1.5,24.75,0,214.5,58.15,27.9,123.95,205.1,0.3,199.1,1,19,0,114.9,11.55,25.2,109.5,163.35
1,3114,西洋菜及第汤,0,0,63,84,60,0,18,90,99,0,0,14.4,141.6,24,27,0,0,72.3,96.3,0,38.4
1,3115,芦笋竹排虾,11.4,5.94,36.35,61.5,118.11,0,73.73,58.06,35.06,66.45,9,0.75,176.51,0,47.04,0,46.98,55.38,22.71,7,101.23
1,3116,双心芦笋玉竹荪,2.2,1.8,45.7,6,29.8,0,34.1,6.5,41.9,3,2.4,0,77.1,3.6,2.4,0,0.6,14.4,17,1.8,51.7
1,514,西芹百合杂炒,34.3,16.8,27.4,0,26.5,0,50.95,23,28.8,2.25,0.5,12.5,58,0,9,25,1.2,30.05,29.7,0.75,43.3
1,1662,江西风味花椒鸡,17.2,6.15,62.9,174.9,32.85,0,129.8,110.95,37.8,15.45,24.1,1.8,214.7,18,35.4,0,7.4,5.25,44.25,16.75,220.35
1,54,山药木耳炒莴笋,11.85,3,55.85,6.3,40.5,0,49.6,12.1,55.35,0.45,1.5,0,99.5,7.5,9,0,2.3,13.8,35.2,1.05,65.15
0,632,红烧丸子,37.5,6.45,54.2,1.4,104.45,0,30.95,46.6,104.1,22.35,25.4,0.45,88.95,0.2,89,0,4.6,38.8,58.85,20.15,81.6
0,1185,炸熘黄鱼,69.5,10.2,336.8,29,30,0,253.95,108.35,78.7,34.5,34,3,377.5,30,30,1,141.4,18.2,58.8,32,225.1
0,1206,蛋奶虾球,33.75,22.53,35.37,83.5,138.15,0,102.8,89.26,27.99,93.25,15.5,2.25,236.95,0,58.6,0,68.76,66.75,22.65,13.75,141.39
0,1828,蛋黄蒸肉,10.8,10.8,33.65,2,51.25,0,22.35,38.75,47.4,0,0,0,64,1,43.5,0,0,15.8,37.95,0,54.75
0,1847,酥炸高渣,26.2,12.75,31.95,55,71.1,0,64.85,67.7,25.25,39.2,12,0,148.1,0,36.9,0,24.9,34.2,20.85,9.5,107.55
0,1962,炸鸡排,38.5,19.5,42,80,0,0,81,70,13,16,15.5,1.5,163,0,0,0,6.5,7.5,6,15,145
0,1965,日式蒸烤乳酪蛋糕,22.2,22.2,179.6,0,0,0,47,67,110,0,0,0,224,0,0,0,10,0,4.8,0,209.2
0,1994,北海道戚风蛋糕,44.9,30,231.6,0,3,0,68.75,99,133.75,8,4,0,302.5,0,3,0,3.9,6.6,16.8,6,276.2
0,2081,巴黎车轮泡芙蛋糕,35.5,15.9,113,0,6.6,0,37.9,47.2,75.9,10,5,0,157.6,0,8.4,0,2.8,9.9,12,7.5,138.8
0,2082,爆浆蛋糕,32,8.55,114.45,3,0,0,28,41.1,74.9,14,8.5,2.25,147.25,0,0,0,2.1,8.25,3,12.75,131.9
0,2084,猫王磅蛋糕,151,57.3,738.2,0,9,0,169,267.4,473.7,45.4,22.7,0,923.8,0,9,0,10.6,35.85,28.2,34.05,846.8
0,3298,麻酱拌海螺,28.4,4.5,52.8,105.5,117.8,0,83,81.5,128,16.5,25,3,71.6,120,89.4,0,6,43.65,146.25,21.5,91.6
0,3424,麻酱鳝鱼,18.2,7.65,109.7,2.8,12.65,0,83.35,33.95,16.45,17.25,25.8,3,109.2,0.2,12.8,0,53,5.35,11,20,61.65
0,3471,麻酱拌萝卜,39.75,0,60.75,13.5,52.5,0,88.55,32.3,43.65,2,49,0,41,19.5,57,0,0,44.3,37.2,42.5,42.5
0,2142,芦笋培根汤,12.88,3.48,60.24,0,53,0,44.14,7.92,71.14,6.4,6.2,0.6,101.8,0,21,0,2.72,26.8,29.2,6,64.88
0,2175,培根虾仁披萨,45.8,15,96,24,22.2,0,72.3,38.8,33.3,58.6,112,0,61,12,18,0,31.9,17.05,17.15,66.2,70.7
0,2201,芝士火焗酥盏,148.5,38.25,163.05,1.5,61.2,0,104.85,68.7,173.2,65.75,55,0,295.7,0,61.8,0,17,56.25,52.95,54,232.3
0,263,缸炉烧饼,38.7,3.6,4.2,4.5,28.5,0,21.15,9.9,32.85,15.6,12.3,0.9,42.3,0,24,0,3,16.8,19.2,16.5,24
0,348,豆沙炸糕,260,13.5,99,0,0,0,111.25,4.5,176.75,80,40,0,317.5,0,0,15,4.5,90,30,60,188
0,1939,辣白菜玉米球,16,9,22.25,0,14.25,0,23,7.4,27.1,4,2,0,47.5,0,12,0,5.4,6.45,12.3,3,34.35
0,1948,辣白菜炒五花肉,24,0,25,6.5,27,0,20,21.75,29,11.75,33.5,0,31,0,18,0,6.5,12.75,11.25,24.25,27.75
0,2211,苏格兰黄油酥饼,129.05,14.25,140.3,2.4,0,0,53.3,46,136.7,50,25,0,256.2,4.8,0,0,4,39.3,5.1,37.5,200.1
0,2218,椰香红薯派,54.85,16.9,121.25,0,3,0,45.05,48.2,88.75,14,7,0,183.15,2.85,3,0,3.7,17.7,13.9,10.5,150.2
0,2224,奶香鲜杏派,138.25,14.85,82.9,0,6,0,81.2,31.4,107.4,22,6,100,130,0,6,0,6.2,70.2,26.3,9,130.3
0,2231,蛋奶羹夹心面包,18.65,33.15,318.7,0,21,0,68.45,110.45,207.6,5,2.5,0,368,0,21,0,9.5,7.95,20.4,3.75,349.9
0,2235,红龙果慕斯蛋糕,82.7,37.74,274.86,1.6,0,0,72.9,100.08,212.92,11,5.5,0,365.7,25.7,0,0,10.08,31.95,42.9,8.25,303.72
0,2258,蔓越莓蛋筒,74.8,7.8,98.4,0,0,0,42.4,35.7,83.9,19,8,30,143,0,0,0,1.2,30,9,12,128.8
0,2272,芒果酸奶夹心蛋糕,37.5,15,60.1,0.4,3,0,40.4,32.3,37.3,6,3.8,0,96.4,12.8,3,0,4.8,11.4,13.8,4.5,81.5
0,2277,巧克力蛋糕派,43.15,8.25,144.1,6,0,0,32.95,48.05,98.5,22,14,4.5,183,0,0,0,3.8,12,1.5,21,163.2
0,2286,奶酪蛋糕,7.75,8.25,46.5,0,0,0,15.25,20.25,26,1,0.5,0,62,0,0,0,1.5,0.75,3,0.75,56.5
0,2335,低脂牛奶冰淇淋,12.09,12.09,91.12,0,0,0,25.15,35.15,55,0,0,0,115.3,0,0,0,5,0,3.06,0,107.24
0,2365,牛油面包,21.11,8.91,56.68,0,12,0,22.75,26.6,44.35,5,2.5,0,84.2,0,12,0,2.6,6.15,12.84,3.75,73.36
0,2177,拿破仑肉酱螺丝意大利面,191.9,126.9,772.2,170,402,0,544.7,470.1,435.2,213,419,72,752,60,360,0,286.6,171.5,256,362.5,586.4
0,372,沙茶螃蟹,20.8,3.3,53.55,7,102.85,0,19.6,61.3,93.1,13.5,29,1.5,77.2,0,79.8,0,6.6,39.9,42.75,23.5,74.75
0,399,蟹黄锅巴,13.4,12.15,159.35,11.5,386.1,0,54.85,201.15,297.55,28.95,51.1,7.8,227.2,0,296.4,0,24.4,141.3,156.3,34.5,226
0,406,鸡汁蟹黄虾,53.9,13.65,107.3,36,259.65,0,89.25,139,183.55,58.7,34.6,4.8,266.7,0,164.4,0,31.4,105.3,100.45,27.75,205.6
0,408,焦炸螃蟹,20.15,15.9,59.35,6,137.1,0,33.05,79.85,105.9,19.7,28.6,4.05,98.45,0,107.4,0,8.4,50.25,63.6,22.25,94
0,481,炒蟹线,29.7,22.5,97.25,7.5,148.05,0,54.3,96.25,112,42.45,72.6,4.05,114.65,0,113.7,0,17,54.3,67.2,44.75,121.75
0,635,香辣蟹,21,7.5,66.5,15,150,0,33,79,125.5,22.5,34.5,3,87.5,15,120,0,9.5,54,81,24.5,91
0,639,姜汁大蟹,32.5,7.5,217.5,120,600,0,105.5,330,496,46,75.5,0,302,150,450,0,15,225.75,345,38.25,353.5
0,746,花蟹炒年糕,16.5,4.05,105.65,4.3,226.5,0,63.4,92.15,192.3,9.15,11,3,142,0,201,0,3.4,61.5,151.5,10.8,129.8
0,926,桂花梭子蟹,27.3,10.2,74.6,2,191.4,0,28.15,111.35,154.8,11.2,13.5,0.75,147.25,0,144,0,2.4,75.15,82.05,11.75,134.15
0,946,一品梭子蟹抱蛎,33.5,28.5,71.65,1.5,95.85,0,56.65,91.25,80.25,2.85,7.8,0,149.4,0,73.8,0,2,33.9,60.9,5.7,128.5
0,1572,姜葱炒蟹,11.4,6.75,75.2,5,189.15,0,22.9,96.5,142.7,25.4,45.2,2.55,95.15,0,144.6,0,10.6,68.85,75.45,28.15,104.45
0,1852,手抓饼,18,18,14,0,30,0,25.5,13,35.5,6,3,0,47,0,30,0,7,10.5,24,4.5,34
0,2046,甜角,51.2,25.5,117.1,4.2,3,0,53.4,42.4,93.5,11.7,5.7,15,180.05,0,0,0.25,12.2,18.25,3.5,10.55,156.5
0,2166,自制青酱,49.8,2.1,14.9,16.2,24,0,36,14.6,36.2,20.2,21.2,0,76.8,0,9,0,4.6,19.3,7.2,26.8,49.1
0,529,田园烧排骨,26.2,8.7,183.85,2,188.25,0,102.35,103.55,181.5,21.6,59.8,2.4,169.8,10,167,0,26.7,58,112.25,32.5,189.55
0,828,烤玉米棒,2.8,1.8,19.12,0.75,7.23,0,14.44,9.54,5.32,2.4,4.2,0.6,20.18,0,6.72,0,6.6,1.94,5.28,3.5,14.38
0,891,干贝玉米羹,9,10.65,44.6,1,20.25,0,39.55,29.5,15.45,1,1,0.75,62.75,0,21,0,11.3,3,23.25,1.5,46.45
0,1833,黄金玉蚌,60,1.35,305.65,1,13.5,0,210.6,65.8,104.1,1,1,0.75,349.75,0,15,15,102.7,30.6,42.9,1.5,203.8
0,1939,辣白菜玉米球,16,9,22.25,0,14.25,0,23,7.4,27.1,4,2,0,47.5,0,12,0,5.4,6.45,12.3,3,34.35
0,1948,辣白菜炒五花肉,24,0,25,6.5,27,0,20,21.75,29,11.75,33.5,0,31,0,18,0,6.5,12.75,11.25,24.25,27.75
0,2140,奶油玉米浓汤,38.4,10.2,46.4,0,6,0,46,25.6,19.4,10,13,0,78,2,8,0,7.6,15,9.1,13.5,55.8
0,2862,玉米蚌肉汤,0,0,38,0,9,0,26.4,15.2,5.4,0,0,0,38,0,9,0,15,1.8,7.2,0,23
0,413,盐蛋黄烧黄瓜,40.4,5.43,114.37,70,83.1,0,121.15,49.06,120.39,22.7,19.6,4.05,266.25,0,23.4,0,4.66,45.45,48.9,23.75,190.54
0,1073,酱油咸蛋蒸肉饼,2.5,0.3,26.05,22.4,80.25,0,16.85,50.7,62.95,1,0.5,0,68,0,63,0,0.1,28.35,34.65,0.75,67.65
0,1562,咸蛋蒸肉饼,15.2,3.9,38.55,16,100.35,0,25.2,48.2,92,8.6,8.8,0.9,77.9,0,86.4,0,3.1,30.75,55.35,8.25,76.55
0,719,竹笋烧咸肉,2.5,4.5,114,5.5,196,0,74,52.25,186,10.25,15,3.75,159.75,0,144,0,4.5,66.5,114.5,13,124
0,755,咸肉炒毛豆竹笋,35,1.74,47.96,2,29.2,0,35.85,7.43,64.62,8,5,1.5,78.6,0,25.8,5,1.08,22.5,31.2,7.5,53.62
0,1644,冰糖炖桥尾,5,3,72.6,3,62.4,0,33.9,27,72.6,12.5,22,1.5,62.5,0,60,0,5,31.2,31.2,14,64.6
0,466,扁大肉酥,71,23.7,132.8,7.5,61.5,0,95.8,54.35,122.1,24.25,39.5,3,183.7,0,63.3,7,9.95,25.55,76.55,30.25,154.2
0,510,香炸仔鸡,50.6,11.4,76.15,259.6,34.75,0,189.1,176.4,28.2,38.8,12.7,1.5,400.6,0,17.7,0,16.8,29.32,9.38,17.4,359.6
0,2217,免烤芝士蛋糕,72.25,19.35,116.2,19.2,0,0,56.75,35.3,118.95,16,8,0,174.6,44.4,0,0,10.4,30,33.6,12,141
0,2228,乳酪布丁面包,43.02,20.1,89.62,0.16,18,0,42.97,44.75,71.18,12,6,0,146.58,0.32,18,0,4.4,12.72,21.24,9,123.54
0,2260,酸奶芒果芝士,35.75,3.75,107,0,0,0,42.4,42.7,61.4,0,0,0,114.5,32,0,0,2.5,16,16,0,112
0,2118,Cheddarbiscuits,70.5,13.35,15.65,0,16.5,0,32.5,11.95,41.55,30,22.5,1.5,73.25,0,15,3.75,8.2,24,13.5,25.5,44.8
0,2222,自制水果披萨,81.2,34.2,182.2,0,42.4,0,103.5,82.1,144.4,10,5,0,235.4,66,33.6,0,10.4,50.7,68.8,7.5,202.6
0,2223,紫薯大理石土司,46.1,44.7,98.2,0,18,0,69.5,52.7,74.8,10,5,0,184,0,18,0,12.2,15.3,24.6,7.5,147.4
0,2265,尼可拉可颂,192.45,34.95,109.1,0,30,0,84.85,48.55,158.1,75,37.5,0,299,0,30,0,10.3,62.25,27,56.25,210.7
0,2280,德式小餐包,10,24,26.5,0,15,0,26.05,14.15,31.3,4,2,0,58.5,0,15,0,8,6,12,3,46.5
0,1922,紫菜包饭1,22.2,9,78.2,10.4,15.2,0,65.2,34.4,35.4,0,0,0,110,12.4,12.6,0,0,8.2,44,0,82.8
0,1996,蔬菜丸子烧,22.75,10.05,22.84,0.24,5.52,0,24.16,13.43,19.81,4,2,0,55.68,0.12,3.6,0,2.6,6.69,8.91,3,40.2
0,2598,麻酱粉皮,14.5,0,25.35,3.75,23.9,0,24,10.3,32.6,0.6,0.3,0,54.6,0,12.6,0,0,11.75,17.35,2.95,35.45
0,3370,酱肉豌豆,21,0.3,37.05,2,24.15,0,24.95,7.3,48.85,3.4,10.2,0,46,0,24.3,4,2.1,11.45,26.9,7.3,36.75
0,255,老北京炸酱面,16.95,30.75,99.95,0.5,105.85,0,55,63.25,127.5,8.25,13.9,0,135.4,1.35,102.6,0.75,12,48.75,62.1,9.55,121.6
0,1416,酱爆鱿鱼卷,12.3,3.15,60.5,3.5,61.05,0,20.5,38.9,71.95,9.15,16.6,1.8,68.65,0,52.2,1.25,4.4,25.45,32.35,12.75,65.55
0,2086,舒芙蕾奶酪蛋糕,42,20.16,138.94,0,0,0,46.8,60.47,84.83,9,4.5,0,196.6,0,0,0,4.22,6.75,9,6.75,174.38
0,2098,法荷蛋糕,118.8,43.8,54.4,6,6,0,89.9,43.55,65.55,30,16,44.5,162.5,0,6,0,15.5,40.2,23,24,126.3
0,2101,布蕾蛋糕,125.9,23.76,354.54,0,5.4,0,98.35,115.62,247.88,47.75,44.5,42,415,0,8.1,0,18.42,44.7,14.7,42,389.78
0,2102,杏仁奶油莓果塔,177.8,27,236.8,12.4,0,0,106,84.85,206.65,56.5,29,49.5,358.7,16.8,0,0,7.5,68.7,27.8,43.5,306.5
0,2106,法式蓝莓奶酪月饼,54.74,11.1,32.84,0.32,7.8,0,27.14,15.4,44.26,20,10,0,85.96,0.64,10.2,0,3.4,18.24,9.48,15,60.68
0,2105,草莓夏洛特,16.5,24,96.3,2,29.2,0,48.6,45.6,71.8,2,2,1.5,121.7,14,28.8,0,8,17.6,33.2,3,106.2
0,2112,焦糖黄桃烤布蕾,17.5,14.1,84.4,0,0,0,32.3,35.6,42.1,6,10.5,1.5,100,4,0,0,7.1,0,7.6,7.5,93.8
0,2134,巴斯克蛋糕,59,12,179,0,0,0,42.5,61,126.5,20,10,0,240,0,0,0,4,15,3,15,213
0,2149,意大利杏仁奶油蛋糕,59,12.45,37.55,3,0,0,38.75,23.65,34.1,15.5,8,27.25,76.75,0,0,0,1.9,22.5,11,12,64.6
0,2206,自制奇异果冰淇淋,10.5,10.5,144,0,40,0,40.5,54.5,110,0,0,0,149,56,0,0,4,32,35,0,134
